StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3
2021-10-19 9:12:58,2021-10-19 9:19:51,IP Address,100,413,TRUE,2021-10-19 9:19:52,R_2eb99u4GrVpNuWU,anonymous,NL,1,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Agree -6,Strongly agree - 7,Agree -6,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Somewhat agree - 5,Somewhat agree - 5,Never - 1,,,,,,,,,,,,,,,,,,Very interesting - 4,8,489090,NL,NOS,0,0,4
2021-10-19 9:05:08,2021-10-19 9:20:10,IP Address,100,901,TRUE,2021-10-19 9:20:10,R_1i4A3YmlA47RITD,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Agree -6,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Somewhat disagree - 3,Disagree - 2,Strongly disagree - 1,Moderately too much attention - 6,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Moderately too much - 6,Slightly too much - 5,Slightly too little - 3,Moderately too little - 2,Far too much - 7,Neither agree nor disagree - 4,Somewhat disagree - 3,About half of the time - 4,Disagree - 2,Disagree - 2,Agree - 6,Strongly agree - 7,Strongly agree - 7,Moderately too little attention - 2,Moderately too little - 2,Moderately too little - 2,Far too little - 1,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Far too little - 1,Neither agree nor disagree - 4,Somewhat disagree - 3,Sometimes - 3,Very interesting - 4,2,1524116,NL,FB,0,3,5
2021-10-19 9:11:39,2021-10-19 9:20:46,IP Address,100,547,TRUE,2021-10-19 9:20:46,R_2rTnw7CwYtA29sy,anonymous,NL,1,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Moderately too little - 2,Slightly too much - 5,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Strongly disagree - 1,Disagree - 2,Neither agree nor disagree - 4,Disagree - 2,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Moderately interesting - 3,6,2798633,NL,FB,0,5,3
2021-10-19 9:02:23,2021-10-19 9:21:33,IP Address,100,1150,TRUE,2021-10-19 9:21:34,R_12FMrCNUXBCzUQG,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Agree -6,Agree - 6,Agree - 6,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Moderately too much - 6,Agree - 6,Neither agree nor disagree - 4,About half of the time - 4,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Moderately too much - 6,Agree - 6,Agree - 6,About half of the time - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Agree - 6,Agree - 6,Agree - 6,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,Moderately interesting - 3,5,172787,NL,GA,3,5,4
2021-10-19 9:13:28,2021-10-19 9:22:21,IP Address,100,532,TRUE,2021-10-19 9:22:21,R_3emCxr6E7LE4Vou,anonymous,NL,1,Disagree - 2,Disagree - 2,Somewhat disagree - 3,Strongly disagree - 1,Agree -6,Somewhat agree -5,Agree -6,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Slightly too little attention - 3,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Moderately too little - 2,Neither too much nor too little - 4,Somewhat agree - 5,Agree - 6,Never - 1,Strongly disagree - 1,Disagree - 2,Agree - 6,Somewhat agree - 5,Agree - 6,Moderately too little attention - 2,Far too little - 1,Moderately too little - 2,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too little - 2,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Never - 1,Slightly interesting - 2,6,45797,NL,FB,0,5,5
2021-10-19 9:18:29,2021-10-19 9:24:02,IP Address,100,332,TRUE,2021-10-19 9:24:02,R_1jVe3sgxdx2j8Zk,anonymous,NL,1,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Neither agree nor disagree - 4,Agree -6,Somewhat agree -5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat disagree - 3,Neither agree nor disagree - 4,Agree - 6,Agree - 6,Neither too much nor too little attention - 4,Moderately too much - 6,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Moderately too little - 2,Moderately too much - 6,Neither agree nor disagree - 4,Somewhat agree - 5,Seldom - 2,Moderately interesting - 3,8,5039490,NL,FB,0,5,0
2021-10-19 9:15:13,2021-10-19 9:25:33,IP Address,100,620,TRUE,2021-10-19 9:25:34,R_2AMzjMFOo6Cof0U,anonymous,NL,89.999.997.615.814.200.000.000,Strongly agree - 7,Strongly agree - 7,Agree -6,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree -5,,,,,,,,,,,,,,,,,,Agree - 6,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Far too little - 1,Far too little - 1,Neither too much nor too little - 4,Far too little - 1,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Neither agree nor disagree - 4,Strongly disagree - 1,Never - 1,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Moderately interesting - 3,8,579492,NL,FB,0,5,2
2021-10-19 9:17:51,2021-10-19 9:26:18,IP Address,100,507,TRUE,2021-10-19 9:26:18,R_ykGqhohueLwpaH7,anonymous,NL,89.999.997.615.814.200.000.000,Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Somewhat disagree - 3,Strongly disagree - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Usually - 5,Moderately interesting - 3,8,488061,NL,FB,0,5,0
2021-10-19 9:19:24,2021-10-19 9:26:53,IP Address,100,449,TRUE,2021-10-19 9:26:54,R_2VJSEFe6ZMsM2T6,anonymous,NL,1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Somewhat agree -5,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Moderately interesting - 3,8,5027510,NL,NOS,0,1,3
2021-10-19 9:20:53,2021-10-19 9:26:57,IP Address,100,364,TRUE,2021-10-19 9:26:57,R_2rHHZvGG7WgHNdF,anonymous,NL,800.000.011.920.928.000.000.000,Agree -6,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Agree -6,Agree -6,Somewhat agree -5,Agree - 6,Somewhat agree - 5,Agree - 6,Somewhat agree - 5,Somewhat agree - 5,Far too much attention - 7,Moderately too much - 6,Far too much - 7,Slightly too much - 5,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Slightly too little - 3,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Disagree - 2,Agree - 6,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Neither agree nor disagree - 4,About half of the time - 4,Disagree - 2,Somewhat disagree - 3,Disagree - 2,Agree - 6,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Very interesting - 4,8,2619902,NL,GA,5,5,5
2021-10-19 9:21:00,2021-10-19 9:27:52,IP Address,100,411,TRUE,2021-10-19 9:27:52,R_3I4rFxbvzsbOLsh,anonymous,NL,1,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Slightly too much attention - 5,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Moderately too much - 6,Somewhat agree - 5,Somewhat agree - 5,Usually - 5,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Slightly too little attention - 3,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too little - 3,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,,,,,,,,,,,,,,,,,,Very interesting - 4,2,46710,NL,GA,3,0,2
2021-10-19 9:18:02,2021-10-19 9:28:20,IP Address,100,617,TRUE,2021-10-19 9:28:20,R_26mZ5F60gPFv0wX,anonymous,NL,1,Somewhat agree -5,Agree -6,Agree -6,Agree -6,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree - 5,Agree - 6,Somewhat agree - 5,Somewhat disagree - 3,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Usually - 5,Agree - 6,Agree - 6,Neither agree of disagree - 4,Somewhat disagree - 3,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Usually - 5,,,,,,,,,,,,,,,,,,Slightly interesting - 2,9,4017147,NL,GA,3,1,2
2021-10-19 9:28:52,2021-10-19 9:29:09,Spam,100,16,TRUE,2021-10-19 9:29:09,R_sceRJ5FJ5TQ9u4F,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3982088,NL,,,,
2021-10-19 9:20:54,2021-10-19 9:30:12,IP Address,100,557,TRUE,2021-10-19 9:30:13,R_w0l2NVECo0FY2jv,anonymous,NL,89.999.997.615.814.200.000.000,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Somewhat disagree - 3,Somewhat agree -5,Neither agree nor disagree - 4,Agree - 6,Somewhat agree - 5,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Moderately too much attention - 6,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat disagree - 3,About half of the time - 4,Agree - 6,Agree - 6,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat disagree - 3,Slightly too little attention - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Slightly too much - 5,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Moderately too little attention - 2,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Seldom - 2,Slightly interesting - 2,6,4074650,NL,FB,2,5,3
2021-10-19 9:20:35,2021-10-19 9:30:26,IP Address,100,591,TRUE,2021-10-19 9:30:26,R_1QgvGcOhN9JwNd2,anonymous,NL,1,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Disagree - 2,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Disagree - 2,Somewhat disagree - 3,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Agree - 6,Usually - 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very interesting - 4,9,4096459,NL,GA,5,0,0
2021-10-19 9:20:38,2021-10-19 9:31:18,IP Address,100,639,TRUE,2021-10-19 9:31:18,R_3DkjjZrEKUy4vdh,anonymous,NL,1,Agree -6,Agree -6,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Slightly too little attention - 3,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Seldom - 2,Agree - 6,Agree - 6,Somewhat disagree - 3,Somewhat disagree - 3,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Agree - 6,Somewhat agree - 5,Usually - 5,Disagree - 2,Disagree - 2,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Moderately too little attention - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Strongly disagree - 1,Strongly disagree - 1,Usually - 5,Very interesting - 4,7,48395,NL,GA,4,2,2
2021-10-19 9:22:06,2021-10-19 9:32:06,IP Address,100,599,TRUE,2021-10-19 9:32:07,R_1o6g3G1BKbuwOL5,anonymous,NL,89.999.997.615.814.200.000.000,Agree -6,Agree -6,Agree -6,Somewhat agree -5,Disagree - 2,Somewhat disagree - 3,Disagree - 2,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,Strongly agree - 7,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Sometimes - 3,,,,,,,,,,,,,,,,,,Moderately interesting - 3,8,4328948,NL,GA,3,0,5
